gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4145425404,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/170159437,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,RW,,Amajyaruguru,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.401163,29.45873,31446,,,,,,2023-06-16T10:57,16,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,170159437,,Hoiman,2023-06-29T19:21:36,CC_BY_NC_4_0,Hoiman,Hoiman,,,2024-11-25T06:49:11.864Z,StillImage,COORDINATE_ROUNDED;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4145327537,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/170186886,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,RW,,Amajyaruguru,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.473925,29.455666,31446,,,,,,2023-06-16T10:32,16,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,170186886,,C Hewitt,2023-06-29T23:55:22,CC_BY_NC_4_0,Ute Welk,Ute Welk,,,2024-11-25T07:21:07.700Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4145186779,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169934939,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.834173,29.67692,31449,,,,,,2023-06-14T10:12,14,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169934939,,Hoiman,2023-06-28T13:03:29,CC_BY_NC_4_0,Hoiman,Hoiman,,,2024-11-25T06:47:53.436Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138703032,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169375140,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.095629,29.663748,31448,,,,,,2023-06-25T10:39:15,25,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169375140,,cinco02000,2023-06-25T13:34:53,CC_BY_NC_4_0,cinco02000,cinco02000,,,2024-11-25T07:16:40.538Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138609667,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169375437,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.028559,29.70544,31448,,,,,,2023-06-25T10:16:10,25,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169375437,,cinco02000,2023-06-25T13:37:22,CC_BY_NC_4_0,cinco02000,cinco02000,,,2024-11-25T07:21:01.814Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138283411,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169357073,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.033366,29.605445,31448,,,,,,2022-07-12T11:19,12,7,2022,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169357073,,Michal Sloviak,2023-06-25T11:32:05,CC_BY_4_0,JR Ferrer-Paris,JR Ferrer-Paris,,,2024-11-25T07:17:08.918Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4138123070,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169375832,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.189256,29.674215,31448,,,,,,2023-06-25T10:15:47,25,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169375832,,cinco02000,2023-06-25T13:39:13,CC_BY_NC_4_0,cinco02000,cinco02000,,,2024-11-25T06:49:17.092Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4137701256,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/169380208,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.196356,29.603777,31448,,,,,,2023-06-25T10:00,25,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,169380208,,jayyyyyyyy,2023-06-25T14:07:17,CC_BY_NC_4_0,jayyyyyyyy,jayyyyyyyy,,,2024-11-25T07:21:16.008Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4137593952,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/168281317,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,gorilla,SUBSPECIES,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,GA,,Haut-Ogooué,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.705788,12.846239,31444,,,,,,2023-06-15T10:46,15,6,2023,4267318,2436441,HUMAN_OBSERVATION,iNaturalist,Observations,168281317,,bureaubenjamin,2023-06-19T12:29:15,CC_BY_NC_4_0,bureaubenjamin,bureaubenjamin,,,2024-11-25T07:20:49.966Z,Sound;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134191486,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/167216661,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.000356,29.624961,31448,,,,,,2018-07-12T15:35,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,167216661,,Dirk Froebel,2023-06-13T16:49:43,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T07:22:30.391Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134179032,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/167216656,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.171199,29.679047,31448,,,,,,2018-07-12T15:26,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,167216656,,Dirk Froebel,2023-06-13T16:49:42,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T06:48:36.703Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134132958,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/167216657,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.064688,29.690851,31448,,,,,,2018-07-12T15:27,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,167216657,,Dirk Froebel,2023-06-13T16:49:42,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T07:17:25.320Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134085380,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166991621,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.072927,29.67638,91938,,,,,,2018-07-12T15:04,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166991621,,Dirk Froebel,2023-06-12T11:09:17,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T07:16:50.270Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4134008837,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166991832,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.211662,29.657784,31447,,,,,,2018-07-12T15:35,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166991832,,Dirk Froebel,2023-06-12T11:11:37,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T07:20:32.911Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133965451,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166991944,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.362789,29.763901,31447,,,,,,2018-07-12T15:40,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166991944,,Dirk Froebel,2023-06-12T11:12:34,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T06:48:48.654Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133943486,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166395621,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.078866,29.723256,31448,,,,,,2023-05-01T09:16,1,5,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166395621,,stefanie_heinicke,2023-06-09T11:51:38,CC_BY_NC_4_0,stefanie_heinicke,stefanie_heinicke,,,2024-11-25T06:49:04.498Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133824834,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166408662,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.080037,29.648185,31448,,,,,,2023-06-09T10:44:38,9,6,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166408662,,Michal Sloviak,2023-06-09T20:09:43,CC_BY_NC_4_0,allanweideman10,allanweideman10,,,2024-11-25T06:49:04.530Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133681279,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166311723,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.384295,29.624148,31447,,,,,,2023-05-18T10:46,18,5,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166311723,,Jan Vršovský,2023-06-08T21:20:25,CC0_1_0,Jan Vršovský,Jan Vršovský,,,2024-11-25T07:20:31.939Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4133632997,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166991738,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.385672,29.665148,31447,,,,,,2018-07-12T15:27,12,7,2018,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,166991738,,Dirk Froebel,2023-06-12T11:10:28,CC_BY_4_0,Dirk Froebel,Dirk Froebel,,,2024-11-25T07:17:36.821Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4129689260,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/165095572,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-0.824698,29.779997,31449,,,,,,2023-02-16T09:48:25,16,2,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,165095572,,Michal Sloviak,2023-06-02T06:51:39,CC_BY_NC_4_0,Michael Johnson,Michael Johnson,,,2024-11-25T07:17:33.802Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4122154355,3d3e91d6-b49e-49d5-84d2-32df553ee633,urn:catalog:ZMBN:OM:BM3370,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,,SPECIES,"Gorilla gorilla (Savage, 1847)",Gorilla gorilla,,CM,,Kamerun,PRESENT,1,3f3967bf-ecc7-4455-ba89-4e0ab6d6fd3c,,,,,,,,,,,,,2436441,2436441,PRESERVED_SPECIMEN,UiB,ZMUB-mammalia-skel,BM.3370,,,,CC_BY_4_0,,Bärthold,,,2024-09-24T12:36:44.951Z,,CONTINENT_DERIVED_FROM_COUNTRY
4122154353,3d3e91d6-b49e-49d5-84d2-32df553ee633,urn:catalog:ZMBN:OM:BM3371,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,,SPECIES,"Gorilla gorilla (Savage, 1847)",Gorilla gorilla,,CM,,Kamerun,PRESENT,1,3f3967bf-ecc7-4455-ba89-4e0ab6d6fd3c,,,,,,,,,,,,,2436441,2436441,PRESERVED_SPECIMEN,UiB,ZMUB-mammalia-skel,BM.3371,,,,CC_BY_4_0,,Bärthold,,,2024-09-24T12:36:44.952Z,,CONTINENT_DERIVED_FROM_COUNTRY
4122152198,3d3e91d6-b49e-49d5-84d2-32df553ee633,urn:catalog:ZMBN:OM:BM245,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,,SPECIES,"Gorilla gorilla (Savage, 1847)",Gorilla gorilla,,GN,,Nedre Guinea,PRESENT,1,3f3967bf-ecc7-4455-ba89-4e0ab6d6fd3c,,,,,,,,,,,,,2436441,2436441,PRESERVED_SPECIMEN,UiB,ZMUB-mammalia-skel,BM.245,,,,CC_BY_4_0,,,,,2024-09-24T12:36:44.372Z,,CONTINENT_DERIVED_FROM_COUNTRY
4121274136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/162274261,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kanungu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.148595,29.673342,31448,,,,,,2019-08-18T13:07,18,8,2019,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,162274261,,Guenther Eichhorn,2023-05-18T17:44:15,CC_BY_NC_4_0,wzwqoo,wzwqoo,,,2024-11-25T06:47:04.584Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4121265052,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/162644833,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,gorilla,SUBSPECIES,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,CF,,Sangha-Mbaéré,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,2.818331,16.458266,31431,,,,,,2023-04-14T09:43,14,4,2023,4267318,2436441,HUMAN_OBSERVATION,iNaturalist,Observations,162644833,,Michal Sloviak,2023-05-21T08:38:34,CC_BY_NC_4_0,rjq,rjq,,,2024-11-25T07:20:11.240Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4121135678,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/162828980,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.053325,29.735956,31448,,,,,,2019-08-15T08:11,15,8,2019,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,162828980,,Davide Diana,2023-05-21T07:20:11,CC_BY_NC_4_0,Davide Diana,Davide Diana,,,2024-11-25T06:49:45.346Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4120978110,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/162829180,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.036061,29.777113,31448,,,,,,2019-08-15T09:08,15,8,2019,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,162829180,,Davide Diana,2023-05-21T07:22:15,CC_BY_NC_4_0,Davide Diana,Davide Diana,,,2024-11-25T07:21:28.283Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4120842023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/162442172,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,CD,,Kivu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.552945,29.41109,31446,,,,,,2017-08-10T11:24,10,8,2017,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,162442172,,Daniel,2023-05-19T08:39:32,CC_BY_NC_4_0,Daniel,Daniel,,,2024-11-25T07:16:25.213Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4111785591,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/157575642,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,RW,,Iburengerazuba,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.55598,29.432205,31446,,,,,,2023-02-16T11:58:20,16,2,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,157575642,,Guenther Eichhorn,2023-05-01T23:15:22,CC_BY_NC_4_0,ellapennington,ellapennington,,,2024-11-25T07:16:32.661Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4111592907,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/159410598,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,RW,,Amajyaruguru,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.452672,29.54377,31446,,,,,,2017-07-11T09:45,11,7,2017,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,159410598,,brutledge,2023-05-03T12:25:05,CC_BY_NC_4_0,brutledge,brutledge,,,2024-11-25T07:17:21.486Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4103350268,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/158776238,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kabale,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.052137,29.786123,31448,,,,,,2023-02-26T08:58,26,2,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,158776238,,Yizhar Amir,2023-05-01T18:29:52,CC_BY_NC_4_0,Yizhar Amir,Yizhar Amir,,,2024-11-25T07:19:27.883Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4102630301,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/7005552,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,CD,,Kivu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.256482,29.532847,31447,,,,,,2017/3/18,18,3,2017,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,7005552,,Sarah Vigliotti Honig,2017-07-11T00:42:09,CC_BY_NC_4_0,Sarah Vigliotti Honig,Sarah Vigliotti Honig,,,2024-11-25T06:27:38.029Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4080998666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/154423462,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.167453,29.502781,33752,,,,,,2022-07-19T06:31,19,7,2022,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,154423462,,Guenther Eichhorn,2023-04-11T17:39:55,CC_BY_NC_4_0,fernandoaguero,fernandoaguero,,,2024-11-25T06:47:47.187Z,StillImage,COORDINATE_ROUNDED;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4080975686,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/153553796,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,gorilla,SUBSPECIES,Gorilla gorilla gorilla,Gorilla gorilla gorilla,,GA,,Ogooué-Maritime,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-2.057545,9.507973,31441,,,,,,2019-03-15T10:08,15,3,2019,4267318,2436441,HUMAN_OBSERVATION,iNaturalist,Observations,153553796,,lmartinezinigo,2023-04-05T11:40:57,CC_BY_NC_4_0,lmartinezinigo,lmartinezinigo,,,2024-11-25T07:19:27.489Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4080837563,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/154302996,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla beringei,beringei,SUBSPECIES,Gorilla beringei beringei,Gorilla beringei beringei,,UG,,Kisoro,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-1.161927,29.727747,31448,,,,,,2023-03-07T03:43,7,3,2023,4267319,7262070,HUMAN_OBSERVATION,iNaturalist,Observations,154302996,,Sidnei Dantas,2023-04-10T17:58:40,CC_BY_NC_4_0,Sidnei Dantas,Sidnei Dantas,,,2024-11-25T06:47:20.439Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
