"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","latitude","longitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"111",4926211401,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235941721","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CG","","Sangha","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",0.632299,15.386247,31450,NA,NA,NA,NA,NA,"2024-07-23T08:46",23,7,2024,4267318,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","235941721","","Gerhard Hüdepohl","2024-08-15T17:27:55","CC_BY_NC_4_0","Gerhard Hüdepohl","Gerhard Hüdepohl","","","2024-11-25T06:55:19.359Z","","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"112",4926037207,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235935124","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Iburengerazuba","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.499184,29.515246,31446,NA,NA,NA,NA,NA,"2024-08-15T13:23:31",15,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235935124","","ellarbrown","2024-08-15T16:48:05","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T07:25:20.267Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"113",4925971234,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235754608","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.413718,29.417409,31446,NA,NA,NA,NA,NA,"2024-08-14T13:17:46",14,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235754608","","ellarbrown","2024-08-14T17:21:07","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T07:28:46.334Z","StillImage","COORDINATE_ROUNDED;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"114",4925910576,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/236158725","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kisoro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.274248,29.678937,31447,NA,NA,NA,NA,NA,"2009/2/16",16,2,2009,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","236158725","","lappuggla","2024-08-16T21:04:06","CC_BY_NC_4_0","lappuggla","lappuggla","","","2024-11-25T07:24:02.367Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"115",4925909953,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235752596","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CG","","Cuvette-Ouest","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",0.592791,14.51257,31451,NA,NA,NA,NA,NA,"2024-07-16T08:02",16,7,2024,4267318,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","235752596","","Gerhard Hüdepohl","2024-08-14T17:10:49","CC_BY_NC_4_0","Gerhard Hüdepohl","Gerhard Hüdepohl","","","2024-11-25T06:56:30.432Z","","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"116",4925864777,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235673466","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.457911,29.457595,31446,NA,NA,NA,NA,NA,"2024-08-13T12:51:36",13,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235673466","","ellarbrown","2024-08-14T06:12:04","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T07:29:14.977Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"117",4925821810,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235885561","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","GA","","Haut-Ogooué","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.698792,12.821904,31444,NA,NA,NA,NA,NA,"2023-08-27T16:15",27,8,2023,4267318,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","235885561","","Parc de la Lékédi","2024-08-15T11:25:54","CC_BY_NC_4_0","Parc de la Lékédi","Parc de la Lékédi","","","2024-11-25T07:28:19.582Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"118",4924173917,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452208","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.484277,29.450506,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452208","","Michal Sloviak","2024-08-13T04:29:29","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T06:58:18.749Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"119",4924097338,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235457697","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.524738,29.444612,31446,NA,NA,NA,NA,NA,"2020-07-13T11:17",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235457697","","Michal Sloviak","2024-08-13T04:21:35","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T06:58:16.950Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"120",4924083129,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/234351204","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.454134,29.57583,31446,NA,NA,NA,NA,NA,"2024-08-07T12:21:19",7,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","234351204","","ellarbrown","2024-08-07T15:51:05","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T06:56:22.522Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"121",4924057228,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452214","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.569201,29.450064,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452214","","Michal Sloviak","2024-08-13T04:28:47","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:30:57.405Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"122",4924028455,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452226","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.530608,29.567791,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452226","","Lisa Biasillo","2024-08-13T01:28:53","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:25:08.175Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"123",4924025533,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452215","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.553962,29.432699,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452215","","Lisa Biasillo","2024-08-13T01:28:52","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:46:59.505Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"124",4924007812,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/234453886","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kabale","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.091376,29.709333,31448,NA,NA,NA,NA,NA,"2024-07-03T10:34",3,7,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","234453886","","napoleon1799","2024-08-08T03:41:56","CC_BY_NC_4_0","linger","linger","","","2024-11-25T06:56:20.254Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"125",4923994231,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235338313","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.516035,29.51707,31446,NA,NA,NA,NA,NA,"2024-08-12T11:08:32",12,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235338313","","ellarbrown","2024-08-12T14:29:40","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T06:59:32.060Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"126",4923868171,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452222","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.450737,29.500886,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452222","","Lisa Biasillo","2024-08-13T01:28:53","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:25:01.710Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"127",4923861664,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452224","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.515511,29.467662,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452224","","Lisa Biasillo","2024-08-13T01:28:53","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:23:57.681Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"128",4923815879,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235489711","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CG","","Sangha","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",1.282014,16.093663,31447,NA,NA,NA,NA,NA,"2023-07-09T10:00",9,7,2023,4267318,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","235489711","","Gabriel","2024-08-13T09:54:03","CC_BY_NC_4_0","juliaodonnell","juliaodonnell","","","2024-11-25T06:58:36.046Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"129",4923730418,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452209","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.51761,29.544475,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452209","","Michal Sloviak","2024-08-13T04:29:13","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T06:58:17.692Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"130",4923687665,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/234690086","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","CD","","Kivu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-2.247078,28.657468,31438,NA,NA,NA,NA,NA,"2008-10-03T15:52",3,10,2008,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","234690086","","congonaturalist","2024-08-09T13:56:07","CC_BY_NC_4_0","congonaturalist","congonaturalist","","","2024-11-25T07:25:17.392Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"131",4923609366,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452230","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","","SPECIES","Gorilla beringei Matschie, 1903","Gorilla beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.511121,29.575352,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,7262070,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452230","","Lisa Biasillo","2024-08-13T01:28:54","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T06:56:28.504Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"132",4923587599,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235457703","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.420928,29.455891,31446,NA,NA,NA,NA,NA,"2020-07-13T11:15",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235457703","","Michal Sloviak","2024-08-13T04:20:52","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T06:58:18.537Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"133",4923587587,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/235452210","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.421002,29.486499,31446,NA,NA,NA,NA,NA,"2020/7/13",13,7,2020,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","235452210","","Michal Sloviak","2024-08-13T04:29:00","CC_BY_NC_4_0","Lisa Biasillo","Lisa Biasillo","","","2024-11-25T07:28:16.877Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"134",4922035792,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/234119273","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kisoro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.067685,29.65839,31448,NA,NA,NA,NA,NA,"2024-08-06T12:31:16",6,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","234119273","","Elliot Greiner","2024-08-06T10:59:54","CC_BY_4_0","Elliot Greiner","Elliot Greiner","","","2024-11-25T06:56:16.938Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"135",4921997884,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233936746","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.437005,29.510488,31446,NA,NA,NA,NA,NA,"2024-08-05T14:05:33",5,8,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233936746","","ellarbrown","2024-08-05T14:05:24","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T06:58:24.078Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"136",4921915137,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233487212","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.554143,29.494266,31446,NA,NA,NA,NA,NA,"2024-07-16T13:46:50",16,7,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233487212","","ellarbrown","2024-08-03T14:26:16","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T06:56:15.902Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"137",4921899090,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233465947","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.021504,29.640377,31448,NA,NA,NA,NA,NA,"2024-02-18T08:11",18,2,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233465947","","Biray PINAR","2024-08-03T12:26:37","CC_BY_NC_4_0","Biray PINAR","Biray PINAR","","","2024-11-25T06:56:30.397Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"138",4921879776,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233531000","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kisoro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.074329,29.707553,31448,NA,NA,NA,NA,NA,"2024-07-27T11:07:42",27,7,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233531000","","Michal Sloviak","2024-08-03T19:44:52","CC_BY_NC_4_0","miquelpaniscus","miquelpaniscus","","","2024-11-25T06:56:44.356Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"139",4921786506,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/232399879","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kabale","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.129685,29.792149,31448,NA,NA,NA,NA,NA,"2024-07-27T10:38",27,7,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","232399879","","chris_sanok","2024-07-31T06:06:11","CC_BY_NC_4_0","chris_sanok","chris_sanok","","","2024-11-25T06:56:12.450Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"140",4921771595,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233958770","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kisoro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.041098,29.717111,31448,NA,NA,NA,NA,NA,"2024-02-04T20:54",4,2,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233958770","","Royle Safaris","2024-08-05T15:59:21","CC_BY_NC_4_0","Royle Safaris","Royle Safaris","","","2024-11-25T07:00:03.415Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"141",4921750197,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233487062","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Amajyaruguru","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.517139,29.494119,31446,NA,NA,NA,NA,NA,"2024-06-12T12:24:12",12,6,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233487062","","ellarbrown","2024-08-03T14:25:25","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T07:28:22.627Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"142",4921750196,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233486726","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","RW","","Iburengerazuba","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.507758,29.537756,31446,NA,NA,NA,NA,NA,"2024-07-02T12:35:21",2,7,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233486726","","ellarbrown","2024-08-03T14:23:34","CC_BY_NC_4_0","ellarbrown","ellarbrown","","","2024-11-25T07:28:22.625Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"143",4921667995,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233465953","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.045519,29.603993,31448,NA,NA,NA,NA,NA,"2024-02-18T08:21",18,2,2024,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","233465953","","Biray PINAR","2024-08-03T12:26:37","CC_BY_NC_4_0","Biray PINAR","Biray PINAR","","","2024-11-25T06:58:23.188Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
