"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","latitude","longitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"1",921937628,"6ac3f774-d9fb-4796-b3e9-92bf6c81c084","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei subsp. beringei","","RW","Virunga NP Ruanda","","PRESENT",NA,"bb646dff-a905-4403-a49b-6d378c2cf0d9",-1.536295,29.470793,250,NA,NA,NA,NA,NA,"2011-10-04T00:00",4,10,2011,4267319,7262070,"HUMAN_OBSERVATION","naturgucker","naturgucker","1290647146","","","","CC_BY_4_0","","-1339463157","","","2024-03-15T23:26:58.605Z","StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES"
"2",911503267,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/714421","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","","Est","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",2.509913,15.88699,31436,NA,NA,NA,NA,NA,"2014/5/3",3,5,2014,4267318,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","714421","","Jakob Fahr","2014-06-03T11:17:45","CC_BY_4_0","Jakob Fahr","Jakob Fahr","","","2024-11-25T06:59:45.127Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"3",891073609,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/58994","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","diehli","SUBSPECIES","Gorilla gorilla diehli Matschie, 1903","Gorilla gorilla diehli","","CM","","Sud-Ouest","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",6.082184,9.690293,31362,NA,NA,NA,NA,NA,"2012-02-17T13:49",17,2,2012,4267321,2436441,"HUMAN_OBSERVATION","iNaturalist","Observations","58994","","Matt Muir","2012-03-20T02:31:56","CC_BY_4_0","Matt Muir","Matt Muir","","","2024-11-25T06:26:06.727Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"4",865726799,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-0.8,11.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-850.014","","","","CC_BY_NC_4_0","","F. Grébert","","","2024-01-24T18:36:15.983Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"5",865726798,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","graueri","SUBSPECIES","Gorilla beringei graueri Matschie, 1914","Gorilla beringei graueri Matschie, 1914","","TZ","Wabembe, au Nord-Ouest du Tanganyika/Kigoma Region","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-4.88,29.63,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267322,7262070,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-738.031","","","","CC_BY_NC_4_0","","","","","2024-01-24T18:36:16.458Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"6",865726797,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","Ogooue-Maritime; Fernan Vas","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-1.57853,9.26101,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-581.018","","","","CC_BY_NC_4_0","","","","","2024-01-24T18:36:07.205Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"7",865726796,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-0.8,11.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-618.071","","","","CC_BY_NC_4_0","","inconnu","","","2024-01-24T18:36:19.955Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"8",865726795,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","CM","Batouri district; Village de Lelo","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",4.3333,14.1167,NA,NA,NA,NA,NA,NA,"1933/2/15",15,2,1933,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-854.089","","","","CC_BY_NC_4_0","","Fred Merfield via Rowland Ward Ltd","","","2024-01-24T18:36:20.587Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"9",865726792,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-0.8,11.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-727.048","","","","CC_BY_NC_4_0","","","","","2024-01-24T18:36:17.341Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"10",865726791,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","Ogooue-Ivindo; Ovan (=Collioura) sur l’Ivindo, affluent de l’Ogoué","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",0.3167,12.1667,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-851.066","","","","CC_BY_NC_4_0","","Galley","","","2024-01-24T18:36:17.341Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"11",865726790,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-0.8,11.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-727.053","","","","CC_BY_NC_4_0","","","","","2024-01-24T18:36:17.526Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"12",865726789,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","GA","","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",-0.8,11.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-653.050","","","","CC_BY_NC_4_0","","","","","2024-01-24T18:36:20.448Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"13",865726788,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","CM","Batouri district   ; Obala","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",3.75,14.25,NA,NA,NA,NA,NA,NA,"1932/10/14",14,10,1932,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-854.090","","","","CC_BY_NC_4_0","","Fred Merfield via Rowland Ward Ltd","","","2024-01-24T18:36:20.587Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"14",865726786,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","CM","Bipindi/South Province","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",3.0833,10.4167,NA,NA,NA,NA,NA,NA,"1932/9/16",16,9,1932,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-854.088","","","","CC_BY_NC_4_0","","Fred Merfield via Rowland Ward Ltd","","","2024-01-24T18:36:20.587Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"15",865726784,"5a659248-1f70-11e3-b2c5-00145eb45e9a","","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla (Savage, 1847)","","CM","Ebolowa/South Province","","PRESENT",NA,"23539a57-1347-4dd3-af2a-cf9478563baa",2.9,11.15,NA,NA,NA,NA,NA,NA,"1952/4/18",18,4,1952,4267318,2436441,"PRESERVED_SPECIMEN","MHNG","Mammals housed at MHNG, Geneva","MHNG-MAM-909.099","","","","CC_BY_NC_4_0","","J.-L. Perret","","","2024-01-24T18:36:16.019Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"16",858410985,"71d58564-f762-11e1-a439-00145eb45e9a","MCNB:MCNB-Cord:MZB 97-0053","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","","SPECIES","Gorilla gorilla (Savage, 1847)","Gorilla gorilla (Savage, 1847)","(Savage, 1847)","GQ","","Litoral","PRESENT",1,"e8eada63-4a33-44aa-b2fd-4f71efb222a0",1.5831,9.6146,1505,NA,NA,NA,NA,NA,"1997/2/6",6,2,1997,2436441,2436441,"PRESERVED_SPECIMEN","MCNB","MCNB-Cord","MZB 97-0053","","","","CC_BY_4_0","","","","","2024-05-28T13:57:31.877Z","StillImage","COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"17",812646665,"8eddc200-f535-4c65-9b4d-f723eafe607e","urn:catalog:PSM:Mammal:Mammal-09962","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","","SPECIES","Gorilla gorilla (Savage, 1847)","Gorilla gorilla","","US","Tacoma","Washington","PRESENT",NA,"f56c5f80-055c-11d8-b84e-b8a03c50a862",47.2527793,-122.4439957,15298,NA,NA,NA,NA,NA,"1965/1/5",5,1,1965,2436441,2436441,"PRESERVED_SPECIMEN","PSM","","Mammal-09962","","","","CC0_1_0","","M. L. Johnson","","","2024-03-22T15:45:40.569Z","","COORDINATE_REPROJECTED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
"18",665795193,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","72a48a67-65ca-49cf-ba10-363e409ace28","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla gorilla beringei Matschie, 1903","Gorilla gorilla beringei","","UG","Virunga Mts, Mt Sabinio, E slope","Southern","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-1.38806,29.641939,NA,NA,3048,NA,NA,NA,"1925",NA,NA,1925,5786532,7262070,"PRESERVED_SPECIMEN","FMNH","Mammals","26065","9854","","","CC0_1_0","The Field Museum of Natural History","E. H. Heller","","","2024-06-24T10:45:50.850Z","StillImage","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_MISMATCH;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"19",665787403,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","d944be0d-27aa-4200-8cb0-fd6390f03cd2","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","Yaounde","Centre-Sud","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",3.86667,11.51667,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18402","5","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:54.128Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"20",665787402,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","75216e8e-b856-4bec-9e88-3ab787d642c6","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","GA","Ogowe R","Ogooue-Maritime","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",-0.013611,0.15,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18401","4","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:51.883Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_COORDINATE_MISMATCH;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"21",665787401,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","06c7ff82-2df6-446f-b2df-f2d835ae1062","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","Yaounde","Centre-Sud","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",3.86667,11.51667,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18400","3","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:41.726Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"22",665787399,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","dad081f7-0701-429c-bcb8-9fca8f7ed7c5","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","Dume R","Est","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",0.068333,0.242778,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18398","1","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:55.804Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_COORDINATE_MISMATCH;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"23",665787398,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","84eefff1-de35-484a-81dd-6d14bf8bd683","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","Dume R","Est","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",0.068333,0.242778,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18397","1aii","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:51.557Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_COORDINATE_MISMATCH;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"24",665787397,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","8f854bf3-86ca-4d64-bc64-24f01aee889b","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla","gorilla","SUBSPECIES","Gorilla gorilla gorilla","Gorilla gorilla gorilla","","CM","Lomie and Molunda, between","Est","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",0.052778,0.226945,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4267318,2436441,"PRESERVED_SPECIMEN","FMNH","Mammals","18396","1ai","","","CC0_1_0","The Field Museum of Natural History","G. F. Porter","","","2024-06-24T10:45:51.359Z","","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_COORDINATE_MISMATCH;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
"25",4982383570,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685753","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.172678,29.756589,31448,NA,NA,NA,NA,NA,"2019-09-25T10:58",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685753","","skvorpahl","2024-11-14T18:14:16","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:30:00.925Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"26",4982374739,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685751","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.113187,29.737277,31448,NA,NA,NA,NA,NA,"2019-09-25T10:57",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685751","","skvorpahl","2024-11-14T18:14:16","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:31:25.503Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"27",4982319416,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685759","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.061378,29.742308,31448,NA,NA,NA,NA,NA,"2019-09-25T11:04",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685759","","skvorpahl","2024-11-14T18:14:18","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:30:41.786Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"28",4982308211,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685761","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.120069,29.696089,31448,NA,NA,NA,NA,NA,"2019-09-25T11:13",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685761","","skvorpahl","2024-11-14T18:14:18","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:25:44.686Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"29",4982291311,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685757","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.06929,29.654719,31448,NA,NA,NA,NA,NA,"2019-09-25T11:02",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685757","","skvorpahl","2024-11-14T18:14:17","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T06:56:59.296Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"30",4982275040,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685766","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.171837,29.748929,31448,NA,NA,NA,NA,NA,"2019-09-25T11:46",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685766","","skvorpahl","2024-11-14T18:14:20","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:27:00.506Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"31",4982232305,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685754","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.056744,29.643847,31448,NA,NA,NA,NA,NA,"2019-09-25T10:59",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685754","","skvorpahl","2024-11-14T18:14:17","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:30:31.882Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
"32",4982230433,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/251685750","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei","beringei","SUBSPECIES","Gorilla beringei beringei","Gorilla beringei beringei","","UG","","Kanungu","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-1.123129,29.614572,31448,NA,NA,NA,NA,NA,"2019-09-25T10:56",25,9,2019,4267319,7262070,"HUMAN_OBSERVATION","iNaturalist","Observations","251685750","","skvorpahl","2024-11-14T18:14:16","CC_BY_NC_4_0","skvorpahl","skvorpahl","","","2024-11-25T07:31:44.438Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
